country,year,asset_class,value
Macedonia,2012,Equity,0
Macedonia,2012,LT Debt,0.014
Macedonia,2012,ST Debt,0
Macedonia,2011,Total,0.008
Macedonia,2011,Equity,0
Macedonia,2011,LT Debt,0.008
Macedonia,2011,ST Debt,0
Macedonia,2010,Total,0.013
Macedonia,2010,Equity,0
Macedonia,2010,LT Debt,0.013
Macedonia,2010,ST Debt,0
Macedonia,2009,Total,0.001
Macedonia,2009,Equity,0
Macedonia,2009,LT Debt,0.001
Macedonia,2009,ST Debt,0
Macedonia,2008,Total,0
Macedonia,2008,Equity,0
Macedonia,2008,LT Debt,0
Macedonia,2008,ST Debt,0
Macedonia,2007,Total,0
Macedonia,2007,Equity,0
Macedonia,2007,LT Debt,0
Macedonia,2007,ST Debt,0
Macedonia,2006,Total,0
Macedonia,2006,Equity,0
Macedonia,2006,LT Debt,0
Macedonia,2006,ST Debt,0
Macedonia,2005,Total,0.053
Macedonia,2005,Equity,0
Macedonia,2005,LT Debt,0.053
Macedonia,2005,ST Debt,0
Macedonia,2004,Total,0.04
Macedonia,2004,Equity,0
Macedonia,2004,LT Debt,0.04
Macedonia,2004,ST Debt,0
Macedonia,2003,Total,0.042
Macedonia,2003,Equity,0
Macedonia,2003,LT Debt,0.042
Macedonia,2003,ST Debt,0
Madagascar,2020,Total,0
Madagascar,2020,Equity,0
Madagascar,2020,LT Debt,0
Madagascar,2020,ST Debt,0
Madagascar,2019,Total,0
Madagascar,2019,Equity,0
Madagascar,2019,LT Debt,0
Madagascar,2019,ST Debt,0
Madagascar,2018,Total,0
Madagascar,2018,Equity,0
Madagascar,2018,LT Debt,0
Madagascar,2018,ST Debt,0
Madagascar,2017,Total,0
Madagascar,2017,Equity,0
Madagascar,2017,LT Debt,0
Madagascar,2017,ST Debt,0
Madagascar,2016,Total,0
Madagascar,2016,Equity,0
Madagascar,2016,LT Debt,0
Madagascar,2016,ST Debt,0
Madagascar,2015,Total,0
Madagascar,2015,Equity,0
Madagascar,2015,LT Debt,0
Madagascar,2015,ST Debt,0
Madagascar,2014,Total,0.002
Madagascar,2014,Equity,0.002
Madagascar,2014,LT Debt,0
Madagascar,2014,ST Debt,0
Madagascar,2013,Total,0.001
Madagascar,2013,Equity,0.001
Madagascar,2013,LT Debt,0
Madagascar,2013,ST Debt,0
Madagascar,2012,Total,0.002
Madagascar,2012,Equity,0.002
Madagascar,2012,LT Debt,0
Madagascar,2012,ST Debt,0
Madagascar,2011,Total,NA
Madagascar,2011,Equity,NA
Madagascar,2011,LT Debt,0
Madagascar,2011,ST Debt,0
Madagascar,2010,Total,0.002
Madagascar,2010,Equity,0.002
Madagascar,2010,LT Debt,0
Madagascar,2010,ST Debt,0
Madagascar,2009,Total,NA
Madagascar,2009,Equity,NA
Madagascar,2009,LT Debt,0
Madagascar,2009,ST Debt,0
Madagascar,2008,Total,NA
Madagascar,2008,Equity,NA
Madagascar,2008,LT Debt,0
Madagascar,2008,ST Debt,0
Madagascar,2007,Total,0
Madagascar,2007,Equity,0
Madagascar,2007,LT Debt,0
Madagascar,2007,ST Debt,0
Madagascar,2006,Total,0
Madagascar,2006,Equity,0
Madagascar,2006,LT Debt,0
Madagascar,2006,ST Debt,0
Madagascar,2005,Total,0
Madagascar,2005,Equity,0
Madagascar,2005,LT Debt,0
Madagascar,2005,ST Debt,0
Madagascar,2004,Total,0
Madagascar,2004,Equity,0
Madagascar,2004,LT Debt,0
Madagascar,2004,ST Debt,0
Madagascar,2003,Total,0
Madagascar,2003,Equity,0
Madagascar,2003,LT Debt,0
Madagascar,2003,ST Debt,0
Malawi,2020,Total,0
Malawi,2020,Equity,0
Malawi,2020,LT Debt,0
Malawi,2020,ST Debt,0
Malawi,2019,Total,NA
Malawi,2019,Equity,NA
Malawi,2019,LT Debt,0
Malawi,2019,ST Debt,0
Malawi,2018,Total,0.004
Malawi,2018,Equity,0.004
Malawi,2018,LT Debt,0
Malawi,2018,ST Debt,0
Malawi,2017,Total,0.002
Malawi,2017,Equity,0.002
Malawi,2017,LT Debt,0
Malawi,2017,ST Debt,0
Malawi,2016,Total,0.003
Malawi,2016,Equity,0.003
Malawi,2016,LT Debt,0
Malawi,2016,ST Debt,0
Malawi,2015,Total,0.001
Malawi,2015,Equity,0.001
Malawi,2015,LT Debt,0
Malawi,2015,ST Debt,0
Malawi,2014,Total,0.004
Malawi,2014,Equity,0.004
Malawi,2014,LT Debt,0
Malawi,2014,ST Debt,0
Malawi,2013,Total,0
Malawi,2013,Equity,0
Malawi,2013,LT Debt,0
Malawi,2013,ST Debt,0
Malawi,2012,Total,NA
Malawi,2012,Equity,NA
Malawi,2012,LT Debt,0
Malawi,2012,ST Debt,0
Malawi,2011,Total,0.003
Malawi,2011,Equity,0.003
Malawi,2011,LT Debt,0
Malawi,2011,ST Debt,0
Malawi,2010,Total,0.001
Malawi,2010,Equity,0.001
Malawi,2010,LT Debt,0
Malawi,2010,ST Debt,0
Malawi,2009,Total,NA
Malawi,2009,Equity,NA
Malawi,2009,LT Debt,0
Malawi,2009,ST Debt,0
Malawi,2008,Total,0
Malawi,2008,Equity,0
Malawi,2008,LT Debt,0
Malawi,2008,ST Debt,0
Malawi,2007,Total,0
Malawi,2007,Equity,0
Malawi,2007,LT Debt,0
Malawi,2007,ST Debt,0
Malawi,2006,Total,0
Malawi,2006,Equity,0
Malawi,2006,LT Debt,0
Malawi,2006,ST Debt,0
Malawi,2005,Total,0
Malawi,2005,Equity,0
Malawi,2005,LT Debt,0
Malawi,2005,ST Debt,0
Malawi,2004,Total,0
Malawi,2004,Equity,0
Malawi,2004,LT Debt,0
Malawi,2004,ST Debt,0
Malawi,2003,Total,0
Malawi,2003,Equity,0
Malawi,2003,LT Debt,0
Malawi,2003,ST Debt,0
Malaysia,2020,Total,30.142
Malaysia,2020,Equity,18.786
Malaysia,2020,LT Debt,11.356
Malaysia,2020,ST Debt,0
Malaysia,2019,Total,31.65
Malaysia,2019,Equity,21.12
Malaysia,2019,LT Debt,10.495
Malaysia,2019,ST Debt,0.034
Malaysia,2018,Total,32.394
Malaysia,2018,Equity,22.853
Malaysia,2018,LT Debt,9.525
Malaysia,2018,ST Debt,0.015
Malaysia,2017,Total,38.682
Malaysia,2017,Equity,26.516
Malaysia,2017,LT Debt,11.789
Malaysia,2017,ST Debt,0.376
Malaysia,2016,Total,29.795
Malaysia,2016,Equity,18.87
Malaysia,2016,LT Debt,10.538
Malaysia,2016,ST Debt,0.387
Malaysia,2015,Total,32.761
Malaysia,2015,Equity,19.928
Malaysia,2015,LT Debt,11.031
Malaysia,2015,ST Debt,1.803
Malaysia,2014,Total,40.198
Malaysia,2014,Equity,25.806
Malaysia,2014,LT Debt,9.6
Malaysia,2014,ST Debt,4.792
Malaysia,2013,Total,42.223
Malaysia,2013,Equity,28.531
Malaysia,2013,LT Debt,12.531
Malaysia,2013,ST Debt,1.161
Malaysia,2012,Total,42.418
Malaysia,2012,Equity,25.445
Malaysia,2012,LT Debt,11.862
Malaysia,2012,ST Debt,5.112
Malaysia,2011,Total,35.727
Malaysia,2011,Equity,20.763
Malaysia,2011,LT Debt,10.597
Malaysia,2011,ST Debt,4.367
Malaysia,2010,Total,32.21
Malaysia,2010,Equity,20.27
Malaysia,2010,LT Debt,10.017
Malaysia,2010,ST Debt,1.923
Malaysia,2009,Total,18.918
Malaysia,2009,Equity,12.133
Malaysia,2009,LT Debt,6.769
Malaysia,2009,ST Debt,0.015
Malaysia,2008,Total,11.936
Malaysia,2008,Equity,6.673
Malaysia,2008,LT Debt,5.163
Malaysia,2008,ST Debt,0.1
Malaysia,2007,Total,25.241
Malaysia,2007,Equity,17.674
Malaysia,2007,LT Debt,6.387
Malaysia,2007,ST Debt,1.179
Malaysia,2006,Total,15.404
Malaysia,2006,Equity,10.781
Malaysia,2006,LT Debt,4.605
Malaysia,2006,ST Debt,0.018
Malaysia,2005,Total,11.282
Malaysia,2005,Equity,6.934
Malaysia,2005,LT Debt,4.348
Malaysia,2005,ST Debt,0
Malaysia,2004,Total,10.69
Malaysia,2004,Equity,6.474
Malaysia,2004,LT Debt,4.209
Malaysia,2004,ST Debt,0.006
Malaysia,2003,Total,7.954
Malaysia,2003,Equity,4.075
Malaysia,2003,LT Debt,3.878
Malaysia,2003,ST Debt,NA
Maldives,2020,Total,0.013
Maldives,2020,Equity,0
Maldives,2020,LT Debt,0.013
Maldives,2020,ST Debt,0
Maldives,2019,Total,0.034
Maldives,2019,Equity,0
Maldives,2019,LT Debt,0.034
Maldives,2019,ST Debt,0
Maldives,2018,Total,0.032
Maldives,2018,Equity,0
Maldives,2018,LT Debt,0.032
Maldives,2018,ST Debt,0
Maldives,2017,Total,0.016
Maldives,2017,Equity,0
Maldives,2017,LT Debt,0.016
Maldives,2017,ST Debt,0
Maldives,2016,Total,0
Maldives,2016,Equity,0
Maldives,2016,LT Debt,0
Maldives,2016,ST Debt,0
Maldives,2015,Total,0
Maldives,2015,Equity,0
Maldives,2015,LT Debt,0
Maldives,2015,ST Debt,0
Maldives,2014,Total,0
Maldives,2014,Equity,0
Maldives,2014,LT Debt,0
Maldives,2014,ST Debt,0
Maldives,2013,Total,0
Maldives,2013,Equity,0
Maldives,2013,LT Debt,0
Maldives,2013,ST Debt,0
Maldives,2012,Total,0
Maldives,2012,Equity,0
Maldives,2012,LT Debt,0
Maldives,2012,ST Debt,0
Maldives,2011,Total,0
Maldives,2011,Equity,0
Maldives,2011,LT Debt,0
Maldives,2011,ST Debt,0
Maldives,2010,Total,0
Maldives,2010,Equity,0
Maldives,2010,LT Debt,0
Maldives,2010,ST Debt,0
Maldives,2009,Total,0
Maldives,2009,Equity,0
Maldives,2009,LT Debt,0
Maldives,2009,ST Debt,0
Maldives,2008,Total,0
Maldives,2008,Equity,0
Maldives,2008,LT Debt,0
Maldives,2008,ST Debt,0
Maldives,2007,Total,0
Maldives,2007,Equity,0
Maldives,2007,LT Debt,0
Maldives,2007,ST Debt,0
Maldives,2006,Total,0
Maldives,2006,Equity,0
Maldives,2006,LT Debt,0
Maldives,2006,ST Debt,0
Maldives,2005,Total,0
Maldives,2005,Equity,0
Maldives,2005,LT Debt,0
Maldives,2005,ST Debt,0
Maldives,2004,Total,0
Maldives,2004,Equity,0
Maldives,2004,LT Debt,0
Maldives,2004,ST Debt,0
Maldives,2003,Total,0
Maldives,2003,Equity,0
Maldives,2003,LT Debt,0
Maldives,2003,ST Debt,0
Mali,2020,Total,0
Mali,2020,Equity,0
Mali,2020,LT Debt,0
Mali,2020,ST Debt,0
Mali,2019,Total,0
Mali,2019,Equity,0
Mali,2019,LT Debt,0
Mali,2019,ST Debt,0
Mali,2018,Total,0
Mali,2018,Equity,0
Mali,2018,LT Debt,0
Mali,2018,ST Debt,0
Mali,2017,Total,0
Mali,2017,Equity,0
Mali,2017,LT Debt,0
Mali,2017,ST Debt,0
Mali,2016,Total,0
Mali,2016,Equity,0
Mali,2016,LT Debt,0
Mali,2016,ST Debt,0
Mali,2015,Total,0
Mali,2015,Equity,0
Mali,2015,LT Debt,0
Mali,2015,ST Debt,0
Mali,2014,Total,0
Mali,2014,Equity,0
Mali,2014,LT Debt,0
Mali,2014,ST Debt,0
Mali,2013,Total,0
Mali,2013,Equity,0
Mali,2013,LT Debt,0
Mali,2013,ST Debt,0
Mali,2012,Total,0
Mali,2012,Equity,0
Mali,2012,LT Debt,0
Mali,2012,ST Debt,0
Mali,2011,Total,0
Mali,2011,Equity,0
Mali,2011,LT Debt,0
Mali,2011,ST Debt,0
Mali,2010,Total,0
Mali,2010,Equity,0
Mali,2010,LT Debt,0
Mali,2010,ST Debt,0
Mali,2009,Total,0
Mali,2009,Equity,0
Mali,2009,LT Debt,0
Mali,2009,ST Debt,0
Mali,2008,Total,0
Mali,2008,Equity,0
Mali,2008,LT Debt,0
Mali,2008,ST Debt,0
Mali,2007,Total,0
Mali,2007,Equity,0
Mali,2007,LT Debt,0
Mali,2007,ST Debt,0
Mali,2006,Total,0
Mali,2006,Equity,0
Mali,2006,LT Debt,0
Mali,2006,ST Debt,0
Mali,2005,Total,0
Mali,2005,Equity,0
Mali,2005,LT Debt,0
Mali,2005,ST Debt,0
Mali,2004,Total,0
Mali,2004,Equity,0
Mali,2004,LT Debt,0
Mali,2004,ST Debt,0
Mali,2003,Total,0
Mali,2003,Equity,0
Mali,2003,LT Debt,0
Mali,2003,ST Debt,0
Malta,2020,Total,1.469
Malta,2020,Equity,1.251
Malta,2020,LT Debt,0.218
Malta,2020,ST Debt,0
Malta,2019,Total,0.874
Malta,2019,Equity,0.625
Malta,2019,LT Debt,0.249
Malta,2019,ST Debt,0
Malta,2018,Total,1.119
Malta,2018,Equity,0.946
Malta,2018,LT Debt,0.173
Malta,2018,ST Debt,0
Malta,2017,Total,1.26
Malta,2017,Equity,0.814
Malta,2017,LT Debt,0.445
Malta,2017,ST Debt,0
Malta,2016,Total,0.801
Malta,2016,Equity,0.628
Malta,2016,LT Debt,0.168
Malta,2016,ST Debt,0.005
Malta,2015,Total,0.995
Malta,2015,Equity,0.816
Malta,2015,LT Debt,0.178
Malta,2015,ST Debt,0
Malta,2014,Total,1.035
Malta,2014,Equity,0.403
Malta,2014,LT Debt,0.63
Malta,2014,ST Debt,0.001
Malta,2013,Total,0.303
Malta,2013,Equity,0.157
Malta,2013,LT Debt,0.145
Malta,2013,ST Debt,0.001
Malta,2012,Total,0.181
Malta,2012,Equity,0.06
Malta,2012,LT Debt,0.121
Malta,2012,ST Debt,0
Malta,2011,Total,0.138
Malta,2011,Equity,0.039
Malta,2011,LT Debt,0.099
Malta,2011,ST Debt,0
Malta,2010,Total,0.088
Malta,2010,Equity,0.001
Malta,2010,LT Debt,0.087
Malta,2010,ST Debt,0
Malta,2009,Total,0.082
Malta,2009,Equity,0.013
Malta,2009,LT Debt,0.069
Malta,2009,ST Debt,0
Malta,2008,Total,0.101
Malta,2008,Equity,0.013
Malta,2008,LT Debt,0.088
Malta,2008,ST Debt,0
Malta,2007,Total,0.127
Malta,2007,Equity,0.05
Malta,2007,LT Debt,0.071
Malta,2007,ST Debt,0.005
Malta,2006,Total,0.155
Malta,2006,Equity,0.082
Malta,2006,LT Debt,0.073
Malta,2006,ST Debt,0
Malta,2005,Total,0.096
Malta,2005,Equity,NA
Malta,2005,LT Debt,0.096
Malta,2005,ST Debt,0
Malta,2004,Total,0.017
Malta,2004,Equity,NA
Malta,2004,LT Debt,0.017
Malta,2004,ST Debt,0
Malta,2003,Total,0.019
Malta,2003,Equity,NA
Malta,2003,LT Debt,0.019
Malta,2003,ST Debt,0
Marshall Islands,2020,Total,11.324
Marshall Islands,2020,Equity,8.716
Marshall Islands,2020,LT Debt,2.608
Marshall Islands,2020,ST Debt,0
Marshall Islands,2019,Total,15.826
Marshall Islands,2019,Equity,13.07
Marshall Islands,2019,LT Debt,2.756
Marshall Islands,2019,ST Debt,0
Marshall Islands,2018,Total,11.673
Marshall Islands,2018,Equity,8.49
Marshall Islands,2018,LT Debt,3.183
Marshall Islands,2018,ST Debt,0
Marshall Islands,2017,Total,15.304
Marshall Islands,2017,Equity,12.64
Marshall Islands,2017,LT Debt,2.664
Marshall Islands,2017,ST Debt,0
Marshall Islands,2016,Total,13.291
Marshall Islands,2016,Equity,10.67
Marshall Islands,2016,LT Debt,2.621
Marshall Islands,2016,ST Debt,0
Marshall Islands,2015,Total,14.091
Marshall Islands,2015,Equity,11.46
Marshall Islands,2015,LT Debt,2.631
Marshall Islands,2015,ST Debt,0
Marshall Islands,2014,Total,24.26
Marshall Islands,2014,Equity,20.52
Marshall Islands,2014,LT Debt,3.739
Marshall Islands,2014,ST Debt,0
Marshall Islands,2013,Total,21.28
Marshall Islands,2013,Equity,18.209
Marshall Islands,2013,LT Debt,3.07
Marshall Islands,2013,ST Debt,0
Marshall Islands,2012,Total,9.781
Marshall Islands,2012,Equity,7.561
Marshall Islands,2012,LT Debt,2.22
Marshall Islands,2012,ST Debt,0
Marshall Islands,2011,Total,8.16
Marshall Islands,2011,Equity,6.585
Marshall Islands,2011,LT Debt,1.575
Marshall Islands,2011,ST Debt,0
Marshall Islands,2010,Total,11.174
Marshall Islands,2010,Equity,9.412
Marshall Islands,2010,LT Debt,1.762
Marshall Islands,2010,ST Debt,0
Marshall Islands,2009,Total,7.221
Marshall Islands,2009,Equity,6.182
Marshall Islands,2009,LT Debt,1.039
Marshall Islands,2009,ST Debt,0
Marshall Islands,2008,Total,5.33
Marshall Islands,2008,Equity,5.055
Marshall Islands,2008,LT Debt,0.275
Marshall Islands,2008,ST Debt,0
Marshall Islands,2007,Total,13.603
Marshall Islands,2007,Equity,13.113
Marshall Islands,2007,LT Debt,0.49
Marshall Islands,2007,ST Debt,0
Marshall Islands,2006,Total,7.462
Marshall Islands,2006,Equity,6.781
Marshall Islands,2006,LT Debt,0.68
Marshall Islands,2006,ST Debt,0
Marshall Islands,2005,Total,5.546
Marshall Islands,2005,Equity,5.047
Marshall Islands,2005,LT Debt,0.498
Marshall Islands,2005,ST Debt,0
Marshall Islands,2004,Total,4.475
Marshall Islands,2004,Equity,3.727
Marshall Islands,2004,LT Debt,0.748
Marshall Islands,2004,ST Debt,0
Marshall Islands,2003,Total,0.942
Marshall Islands,2003,Equity,0.705
Marshall Islands,2003,LT Debt,0.237
Marshall Islands,2003,ST Debt,0
Martinique,2020,Total,0
Martinique,2020,Equity,0
Martinique,2020,LT Debt,0
Martinique,2020,ST Debt,0
Martinique,2019,Total,0
Martinique,2019,Equity,0
Martinique,2019,LT Debt,0
Martinique,2019,ST Debt,0
Martinique,2018,Total,0
Martinique,2018,Equity,0
Martinique,2018,LT Debt,0
Martinique,2018,ST Debt,0
Martinique,2017,Total,0
Martinique,2017,Equity,0
Martinique,2017,LT Debt,0
Martinique,2017,ST Debt,0
Martinique,2016,Total,0
Martinique,2016,Equity,0
Martinique,2016,LT Debt,0
Martinique,2016,ST Debt,0
Martinique,2015,Total,0
Martinique,2015,Equity,0
Martinique,2015,LT Debt,0
Martinique,2015,ST Debt,0
Martinique,2014,Total,0
Martinique,2014,Equity,0
Martinique,2014,LT Debt,0
Martinique,2014,ST Debt,0
Martinique,2013,Total,0
Martinique,2013,Equity,0
Martinique,2013,LT Debt,0
Martinique,2013,ST Debt,0
Martinique,2012,Total,0
Martinique,2012,Equity,0
Martinique,2012,LT Debt,0
Martinique,2012,ST Debt,0
Martinique,2011,Total,0
Martinique,2011,Equity,0
Martinique,2011,LT Debt,0
Martinique,2011,ST Debt,0
Martinique,2010,Total,0
Martinique,2010,Equity,0
Martinique,2010,LT Debt,0
Martinique,2010,ST Debt,0
Martinique,2009,Total,0
Martinique,2009,Equity,0
Martinique,2009,LT Debt,0
Martinique,2009,ST Debt,0
Martinique,2008,Total,0
Martinique,2008,Equity,0
Martinique,2008,LT Debt,0
Martinique,2008,ST Debt,0
Martinique,2007,Total,0
Martinique,2007,Equity,0
Martinique,2007,LT Debt,0
Martinique,2007,ST Debt,0
Martinique,2006,Total,0
Martinique,2006,Equity,0
Martinique,2006,LT Debt,0
Martinique,2006,ST Debt,0
Martinique,2005,Total,0
Martinique,2005,Equity,0
Martinique,2005,LT Debt,0
Martinique,2005,ST Debt,0
Martinique,2004,Total,0
Martinique,2004,Equity,0
Martinique,2004,LT Debt,0
Martinique,2004,ST Debt,0
Martinique,2003,Total,0
Martinique,2003,Equity,0
Martinique,2003,LT Debt,0
Martinique,2003,ST Debt,0
Mauritania,2020,Total,0
Mauritania,2020,Equity,0
Mauritania,2020,LT Debt,0
Mauritania,2020,ST Debt,0
Mauritania,2019,Total,0
Mauritania,2019,Equity,0
Mauritania,2019,LT Debt,0
Mauritania,2019,ST Debt,0
Mauritania,2018,Total,0
Mauritania,2018,Equity,0
Mauritania,2018,LT Debt,0
Mauritania,2018,ST Debt,0
Mauritania,2017,Total,0
Mauritania,2017,Equity,0
Mauritania,2017,LT Debt,0
Mauritania,2017,ST Debt,0
Mauritania,2016,Total,0.001
Mauritania,2016,Equity,0.001
Mauritania,2016,LT Debt,0
Mauritania,2016,ST Debt,0
Mauritania,2015,Total,0.17
Mauritania,2015,Equity,0.17
Mauritania,2015,LT Debt,0
Mauritania,2015,ST Debt,0
Mauritania,2014,Total,0.136
Mauritania,2014,Equity,0.136
Mauritania,2014,LT Debt,0
Mauritania,2014,ST Debt,0
Mauritania,2013,Total,0.061
Mauritania,2013,Equity,0.061
Mauritania,2013,LT Debt,0
Mauritania,2013,ST Debt,0
Mauritania,2012,Total,0.045
Mauritania,2012,Equity,0.045
Mauritania,2012,LT Debt,0
Mauritania,2012,ST Debt,0
Mauritania,2011,Total,0.019
Mauritania,2011,Equity,0.019
Mauritania,2011,LT Debt,0
Mauritania,2011,ST Debt,0
Mauritania,2010,Total,0
Mauritania,2010,Equity,0
Mauritania,2010,LT Debt,0
Mauritania,2010,ST Debt,0
Mauritania,2009,Total,0
Mauritania,2009,Equity,0
Mauritania,2009,LT Debt,0
Mauritania,2009,ST Debt,0
Mauritania,2008,Total,0
Mauritania,2008,Equity,0
Mauritania,2008,LT Debt,0
Mauritania,2008,ST Debt,0
Mauritania,2007,Total,NA
Mauritania,2007,Equity,0
Mauritania,2007,LT Debt,NA
Mauritania,2007,ST Debt,0
Mauritania,2006,Total,NA
Mauritania,2006,Equity,0
Mauritania,2006,LT Debt,NA
Mauritania,2006,ST Debt,0
Mauritania,2005,Total,NA
Mauritania,2005,Equity,0
Mauritania,2005,LT Debt,NA
Mauritania,2005,ST Debt,0
Mauritania,2004,Total,0
Mauritania,2004,Equity,0
Mauritania,2004,LT Debt,0
Mauritania,2004,ST Debt,0
Mauritania,2003,Total,0
Mauritania,2003,Equity,0
Mauritania,2003,LT Debt,0
Mauritania,2003,ST Debt,0
Mauritius,2020,Total,20.469
Mauritius,2020,Equity,18.944
Mauritius,2020,LT Debt,1.525
Mauritius,2020,ST Debt,0
Mauritius,2019,Total,17.604
Mauritius,2019,Equity,16.003
Mauritius,2019,LT Debt,1.589
Mauritius,2019,ST Debt,0.011
Mauritius,2018,Total,15.56
Mauritius,2018,Equity,14.693
Mauritius,2018,LT Debt,0.866
Mauritius,2018,ST Debt,0.001
Mauritius,2017,Total,19.49
Mauritius,2017,Equity,18.865
Mauritius,2017,LT Debt,0.624
Mauritius,2017,ST Debt,0.001
Mauritius,2016,Total,12.295
Mauritius,2016,Equity,11.843
Mauritius,2016,LT Debt,0.451
Mauritius,2016,ST Debt,0.001
Mauritius,2015,Total,10.233
Mauritius,2015,Equity,10.022
Mauritius,2015,LT Debt,0.21
Mauritius,2015,ST Debt,0.001
Mauritius,2014,Total,9.53
Mauritius,2014,Equity,9.186
Mauritius,2014,LT Debt,0.335
Mauritius,2014,ST Debt,0.01
Mauritius,2013,Total,7.031
Mauritius,2013,Equity,6.927
Mauritius,2013,LT Debt,0.09
Mauritius,2013,ST Debt,0.013
Mauritius,2012,Total,6.088
Mauritius,2012,Equity,6.038
Mauritius,2012,LT Debt,0.047
Mauritius,2012,ST Debt,0.003
Mauritius,2011,Total,4.768
Mauritius,2011,Equity,4.717
Mauritius,2011,LT Debt,0.05
Mauritius,2011,ST Debt,0.002
Mauritius,2010,Total,2.289
Mauritius,2010,Equity,2.255
Mauritius,2010,LT Debt,0.035
Mauritius,2010,ST Debt,0
Mauritius,2009,Total,1.484
Mauritius,2009,Equity,1.451
Mauritius,2009,LT Debt,0.033
Mauritius,2009,ST Debt,0
Mauritius,2008,Total,0.956
Mauritius,2008,Equity,0.936
Mauritius,2008,LT Debt,0.02
Mauritius,2008,ST Debt,0
Mauritius,2007,Total,1.666
Mauritius,2007,Equity,1.577
Mauritius,2007,LT Debt,0.087
Mauritius,2007,ST Debt,0.002
Mauritius,2006,Total,0.639
Mauritius,2006,Equity,0.619
Mauritius,2006,LT Debt,0.019
Mauritius,2006,ST Debt,0.001
Mauritius,2005,Total,0.238
Mauritius,2005,Equity,0.188
Mauritius,2005,LT Debt,0.048
Mauritius,2005,ST Debt,0.001
Mauritius,2004,Total,0.325
Mauritius,2004,Equity,0.143
Mauritius,2004,LT Debt,0.183
Mauritius,2004,ST Debt,0
Mauritius,2003,Total,0.174
Mauritius,2003,Equity,0.062
Mauritius,2003,LT Debt,0.112
Mauritius,2003,ST Debt,0
Mayotte,2020,Total,NA
Mayotte,2020,Equity,NA
Mayotte,2020,LT Debt,0
Mayotte,2020,ST Debt,0
Mayotte,2019,Total,0
Mayotte,2019,Equity,0
Mayotte,2019,LT Debt,0
Mayotte,2019,ST Debt,0
Mayotte,2018,Total,0
Mayotte,2018,Equity,0
Mayotte,2018,LT Debt,0
Mayotte,2018,ST Debt,0
Mayotte,2017,Total,NA
Mayotte,2017,Equity,NA
Mayotte,2017,LT Debt,0
Mayotte,2017,ST Debt,0
Mayotte,2016,Total,0
Mayotte,2016,Equity,0
Mayotte,2016,LT Debt,0
Mayotte,2016,ST Debt,0
Mayotte,2015,Total,0
Mayotte,2015,Equity,0
Mayotte,2015,LT Debt,0
Mayotte,2015,ST Debt,0
Mayotte,2014,Total,0
Mayotte,2014,Equity,0
Mayotte,2014,LT Debt,0
Mayotte,2014,ST Debt,0
Mayotte,2013,Total,0.001
Mayotte,2013,Equity,0.001
Mayotte,2013,LT Debt,0
Mayotte,2013,ST Debt,0
Mayotte,2012,Total,0.003
Mayotte,2012,Equity,0.003
Mayotte,2012,LT Debt,0
Mayotte,2012,ST Debt,0
Mayotte,2011,Total,0.007
Mayotte,2011,Equity,0.007
Mayotte,2011,LT Debt,0
Mayotte,2011,ST Debt,0
Mayotte,2010,Total,0
Mayotte,2010,Equity,0
Mayotte,2010,LT Debt,0
Mayotte,2010,ST Debt,0
Mayotte,2009,Total,0
Mayotte,2009,Equity,0
Mayotte,2009,LT Debt,0
Mayotte,2009,ST Debt,0
Mayotte,2008,Total,0
Mayotte,2008,Equity,0
Mayotte,2008,LT Debt,0
Mayotte,2008,ST Debt,0
Mayotte,2007,Total,0
Mayotte,2007,Equity,0
Mayotte,2007,LT Debt,0
Mayotte,2007,ST Debt,0
Mayotte,2006,Total,0
Mayotte,2006,Equity,0
Mayotte,2006,LT Debt,0
Mayotte,2006,ST Debt,0
Mayotte,2005,Total,NA
Mayotte,2005,Equity,NA
Mayotte,2005,LT Debt,NA
Mayotte,2005,ST Debt,NA
Mayotte,2004,Total,NA
Mayotte,2004,Equity,NA
Mayotte,2004,LT Debt,NA
Mayotte,2004,ST Debt,NA
Mayotte,2003,Total,NA
Mayotte,2003,Equity,NA
Mayotte,2003,LT Debt,NA
Mayotte,2003,ST Debt,NA
Mexico,2020,Total,153.013
Mexico,2020,Equity,64.198
Mexico,2020,LT Debt,87.551
Mexico,2020,ST Debt,1.263
Mexico,2019,Total,150.929
Mexico,2019,Equity,66.474
Mexico,2019,LT Debt,82.988
Mexico,2019,ST Debt,1.468
Mexico,2018,Total,146.285
Mexico,2018,Equity,61.241
Mexico,2018,LT Debt,82.964
Mexico,2018,ST Debt,2.08
Mexico,2017,Total,162.693
Mexico,2017,Equity,67.059
Mexico,2017,LT Debt,93.771
Mexico,2017,ST Debt,1.862
Mexico,2016,Total,144.698
Mexico,2016,Equity,52.795
Mexico,2016,LT Debt,90.111
Mexico,2016,ST Debt,1.792
Mexico,2015,Total,147.611
Mexico,2015,Equity,56.483
Mexico,2015,LT Debt,87.44
Mexico,2015,ST Debt,3.689
Mexico,2014,Total,165.727
Mexico,2014,Equity,66.869
Mexico,2014,LT Debt,92.303
Mexico,2014,ST Debt,6.556
Mexico,2013,Total,154.016
Mexico,2013,Equity,71.206
Mexico,2013,LT Debt,73.534
Mexico,2013,ST Debt,9.275
Mexico,2012,Total,157.089
Mexico,2012,Equity,76.835
Mexico,2012,LT Debt,72.084
Mexico,2012,ST Debt,8.17
